id_pedido,cliente_id,nome_cliente,email,produto,categoria,quantidade,preco_unitario,desconto,data_pedido,estado,status,avaliacao
PED-0024,CLI-8251,Carla  Mendes,carla..mendes55@gmail.com,SSD 1TB,Eletronicos,9,1283.53,0.18,2024-06-27,MG,DEVOLVIDO,5.0
PED-0025,CLI-3471,Carla Mendes,carla.mendes91@gmail.com,Monitor LG 24,Mobile,4,1409.26,0.17,2023-11-24,RS,DEVOLVIDO,0.0
PED-0027,CLI-3223,Carla Mendes,carla.mendes07@gmail.com,Samsung TV 55,Mobile,3,4904.57,0.14,2023-01-28,SP,PENDENTE,5.0
PED-0028,CLI-1659,Diego Souza,diego.souza26@gmail.com,Webcam Logitech,Acessorios,2,2378.02,0.19,2023-08-18,BA,ENTREGUE,4.0
PED-0029,CLI-1420, Diego Souza,diego.souza87@gmail.com,SSD 1TB,Acessorios,6,880.56,0.03,2023-06-17,RJ,CANCELADO,4.0
PED-0031,CLI-5397,Diego Souza,diego.souza12@gmail.com,Samsung TV 55,Mobile,3,3682.29,0.13,2024-10-05,SP,PENDENTE,0.0
PED-0032,CLI-4130,Ana Silva,ana.silva63@gmail.com,Samsung TV 55,Mobile,4,1806.38,,,SP,DEVOLVIDO,0.0
PED-0033,CLI-5438,Diego Souza,diego.souza16@gmail.com,Fone JBL,Acessorios,10,1876.65,0.08,2023-05-12,RJ,ENTREGUE,5.0
PED-0034,CLI-9751,Ana Silva,ana.silva07@gmail.com,Tablet Samsung,TV e Video,10,1450.84,,,MG,DEVOLVIDO,6.0
PED-0035,CLI-1878, Diego Souza,diego.souza39@gmail.com,SSD 1TB,Acessorios,3,4829.21,0.24,2023-08-03,RJ,PENDENTE,4.0
PED-0036,CLI-2625,Diego Souza,diego.souza81@gmail.com,Monitor LG 24,Mobile,8,4547.1,0.07,2023-03-03,MG,CANCELADO,1.0
PED-0038,CLI-5982,Elisa Ferreira,elisa.ferreira65@gmail.com,Mouse Logitech,Informatica,2,345.21,0.36,2023-10-23,SP,ENTREGUE,5.0
PED-0039,CLI-3870,Bruno Costa,bruno.costa36@gmail.com,Notebook Dell,Eletronicos,4,4811.46,0.39,,SP,DEVOLVIDO,0.0
PED-0040,CLI-2442,Fabio Lima,fabio.lima15@gmail.com,Teclado Mecanico,Acessorios,2,4295.78,0.26,,RJ,ENTREGUE,0.0
PED-0041,CLI-5719,Bruno Costa,bruno.costa16gmail.com,Notebook Dell,Informatica,9,1840.81,,2023-07-28,BA,ENTREGUE,4.0
PED-0042,CLI-8736,Carla  Mendes,carla..mendes19@gmail.com,iPhone 14,Mobile,2,3256.16,0.35,2023-07-10,RJ,ENTREGUE,0.0
PED-0043,CLI-8935,Carla  Mendes,carla..mendes98@gmail.com,Teclado Mecanico,TV e Video,5,4111.72,0.39,2024-05-16,RS,CANCELADO,0.0
PED-0044,CLI-3068, Diego Souza,diego.souza43@gmail.com,Fone JBL,Mobile,1,1624.97,0.21,2023-05-06,SP,ENTREGUE,3.0
PED-0045,CLI-9742,Fabio Lima,fabio.lima81@gmail.com,Webcam Logitech,Informatica,2,2373.98,0.25,2023-03-24,RJ,ENTREGUE,5.0
PED-0046,CLI-N/I,Ana Silva,ana.silva38@gmail.com,Fone JBL,Eletronicos,7,4892.77,0.23,2023-06-20,BA,PENDENTE,3.0
PED-0047,CLI-5161,Ana Silva,ana.silva60@gmail.com,Samsung TV 55,Eletronicos,10,4360.66,0.18,2023-05-27,MG,ENTREGUE,5.0
PED-0048,CLI-5847,Elisa Ferreira,elisa.ferreira03@gmail.com,Webcam Logitech,Acessorios,8,4234.25,0.23,2023-08-31,PR,ENTREGUE,1.0
PED-0049,CLI-3240,Ana Silva,,Tablet Samsung,Mobile,5,3889.92,0.04,2023-07-14,RS,ENTREGUE,0.0
PED-0050,CLI-8894,Elisa Ferreira,elisa.ferreira96@gmail.com,Samsung TV 55,Informatica,3,3943.24,0.06,2023-10-07,SP,ENTREGUE,0.0
PED-0053,CLI-6942,Fabio Lima,fabio.lima70@gmail.com,iPhone 14,Mobile,10,2070.17,0.11,2024-03-30,SP,PENDENTE,6.0
PED-0055,CLI-3854,Carla Mendes,carla.mendes95@gmail.com,Monitor LG 24,Acessorios,3,594.14,0.18,2023-01-09,RJ,DEVOLVIDO,2.0
PED-0057,CLI-8048,Bruno Costa,bruno.costa84@gmail.com,iPhone 14,Informatica,5,3140.37,0.17,2024-06-27,RJ,CANCELADO,0.0
PED-0058,CLI-8770,Bruno Costa,bruno.costa12@gmail.com,Teclado Mecanico,Mobile,7,2109.15,0.22,2024-01-19,RS,ENTREGUE,0.0
PED-0059,CLI-6761,Carla  Mendes,carla..mendes28@gmail.com,Monitor LG 24,Acessorios,2,2083.5,0.34,2023-02-22,RJ,PENDENTE,5.0
PED-0060,CLI-N/I,Elisa Ferreira,elisa.ferreira90@gmail.com,Tablet Samsung,Informatica,7,4233.52,0.07,2023-01-27,RS,ENTREGUE,0.0
PED-0061,CLI-6314, Diego Souza,diego.souza77@gmail.com,iPhone 14,Informatica,1,504.2,0.27,2023-11-06,MG,ENTREGUE,0.0
PED-0062,CLI-8972,Elisa Ferreira,elisa.ferreira06@gmail.com,SSD 1TB,TV e Video,8,2100.21,0.08,2023-04-24,SP,ENTREGUE,3.0
PED-0063,CLI-6802,Ana Silva,ana.silva56gmail.com,Mouse Logitech,Acessorios,6,643.92,0.23,2024-06-29,RS,PENDENTE,0.0
PED-0064,CLI-2734, Diego Souza,diego.souza52@gmail.com,Mouse Logitech,Eletronicos,7,153.24,0.09,2024-01-06,PR,PENDENTE,2.0
PED-0065,CLI-5193, Diego Souza,diego.souza20@gmail.com,Monitor LG 24,Eletronicos,9,2574.26,0.19,2023-06-01,MG,DEVOLVIDO,6.0
PED-0066,CLI-5500,Fabio Lima,fabio.lima65gmail.com,Tablet Samsung,TV e Video,6,4328.02,0.15,2024-03-28,SP,ENTREGUE,2.0
PED-0067,CLI-4084,Bruno Costa,bruno.costa65@gmail.com,Tablet Samsung,TV e Video,9,1953.19,0.39,2023-12-02,RJ,PENDENTE,3.0
PED-0068,CLI-6543,Ana Silva,ana.silva81@gmail.com,Notebook Dell,Informatica,8,4955.38,0.11,2023-10-17,RJ,PENDENTE,3.0
PED-0069,CLI-2388,Ana Silva,ana.silva83@gmail.com,Teclado Mecanico,Eletronicos,10,3334.88,0.26,2024-02-06,SP,ENTREGUE,0.0
PED-0070,CLI-5846,Bruno Costa,bruno.costa65@gmail.com,Notebook Dell,Acessorios,5,942.3,0.26,2023-08-20,RJ,ENTREGUE,3.0
PED-0071,CLI-7731,Diego Souza,diego.souza57@gmail.com,Tablet Samsung,Mobile,3,853.12,0.21,2023-06-19,SP,CANCELADO,6.0
PED-0072,CLI-4271,Carla Mendes,carla.mendes33gmail.com,Fone JBL,Acessorios,10,4922.98,0.28,2024-06-24,RS,ENTREGUE,2.0
PED-0073,CLI-1436,Ana Silva,ana.silva65@gmail.com,Mouse Logitech,Eletronicos,3,1400.32,0.09,2023-08-16,RJ,PENDENTE,2.0
PED-0074,CLI-N/I,Diego Souza,diego.souza20@gmail.com,Teclado Mecanico,Informatica,3,239.6,0.04,2024-04-25,RJ,PENDENTE,5.0
PED-0075,CLI-9443,Carla Mendes,carla.mendes38@gmail.com,iPhone 14,Eletronicos,4,2128.14,0.07,2024-05-26,BA,PENDENTE,0.0
PED-0077,CLI-3986,Bruno Costa,bruno.costa92@gmail.com,Samsung TV 55,Eletronicos,6,2752.77,0.02,2024-04-20,PR,CANCELADO,1.0
PED-0079,CLI-3956,Fabio Lima,fabio.lima14@gmail.com,SSD 1TB,Mobile,6,4625.34,0.24,2023-03-22,PR,DEVOLVIDO,6.0
PED-0080,CLI-7655,Carla Mendes,carla.mendes04@gmail.com,Teclado Mecanico,Mobile,1,3647.73,0.05,2023-02-28,SP,ENTREGUE,0.0
PED-0081,CLI-9674,Fabio Lima,fabio.lima84@gmail.com,Teclado Mecanico,Mobile,10,210.31,0.2,2024-03-30,SP,ENTREGUE,0.0
PED-0082,CLI-2213,Bruno Costa,bruno.costa12@gmail.com,iPhone 14,Acessorios,5,3534.99,0.28,2024-05-17,RS,PENDENTE,5.0
PED-0083,CLI-1430, Diego Souza,diego.souza48@gmail.com,Mouse Logitech,Informatica,3,3978.8,0.03,2023-05-23,MG,ENTREGUE,6.0
PED-0084,CLI-6644,Carla  Mendes,carla..mendes82@gmail.com,Monitor LG 24,Mobile,7,4125.53,0.2,2024-05-04,MG,PENDENTE,2.0
PED-0085,CLI-5105,Carla  Mendes,carla..mendes36@gmail.com,Monitor LG 24,Informatica,5,865.05,0.2,2024-06-15,RJ,ENTREGUE,3.0
PED-0086,CLI-5336, Diego Souza,,Samsung TV 55,TV e Video,10,1721.22,0.26,2023-03-25,SP,CANCELADO,4.0
PED-0090,CLI-2946,Bruno Costa,bruno.costa51@gmail.com,Notebook Dell,TV e Video,9,1013.54,0.3,2023-10-14,RJ,PENDENTE,0.0
PED-0091,CLI-9446, Diego Souza,diego.souza41@gmail.com,Webcam Logitech,TV e Video,1,274.25,0.24,2024-04-12,RJ,CANCELADO,0.0
PED-0092,CLI-1436,Elisa Ferreira,elisa.ferreira84@gmail.com,Monitor LG 24,Mobile,10,1533.96,0.29,2024-02-03,SP,CANCELADO,3.0
PED-0093,CLI-6139,Ana Silva,ana.silva89@gmail.com,Monitor LG 24,TV e Video,7,781.49,0.35,,SP,DEVOLVIDO,1.0
PED-0094,CLI-6608,Elisa Ferreira,elisa.ferreira79@gmail.com,Samsung TV 55,TV e Video,4,2826.39,0.09,2023-06-27,PR,CANCELADO,5.0
PED-0095,CLI-9899,Ana Silva,ana.silva45@gmail.com,Mouse Logitech,Informatica,8,1619.35,0.12,2023-08-10,PR,ENTREGUE,0.0
PED-0096,CLI-4920,Carla  Mendes,carla..mendes29@gmail.com,SSD 1TB,Acessorios,8,1109.23,0.29,2023-10-06,GO,PENDENTE,3.0
PED-0097,CLI-1969,Bruno Costa,bruno.costa84@gmail.com,Notebook Dell,TV e Video,3,2064.19,0.37,2023-07-24,RJ,ENTREGUE,3.0
PED-0098,CLI-2758,Fabio Lima,fabio.lima37@gmail.com,Notebook Dell,Mobile,8,972.24,0.36,2023-02-08,RJ,DEVOLVIDO,0.0
PED-0099,CLI-5833,Diego Souza,diego.souza23@gmail.com,SSD 1TB,Acessorios,4,4053.63,0.21,2023-07-10,GO,PENDENTE,2.0
PED-0100,CLI-1187,Fabio Lima,fabio.lima89@gmail.com,Samsung TV 55,Informatica,8,1651.83,0.06,2023-01-10,SP,CANCELADO,5.0
PED-0101,CLI-8714,Diego Souza,diego.souza98@gmail.com,iPhone 14,Acessorios,6,3092.4,0.21,2024-01-18,RJ,DEVOLVIDO,2.0
PED-0102,CLI-9008,Carla  Mendes,carla..mendes58@gmail.com,Notebook Dell,TV e Video,9,1050.68,0.18,2024-03-28,RJ,PENDENTE,6.0
PED-0104,CLI-2943,Carla  Mendes,carla..mendes51@gmail.com,Teclado Mecanico,Mobile,8,4354.62,0.3,2023-05-17,BA,ENTREGUE,6.0
PED-0105,CLI-1527,Ana Silva,ana.silva79@gmail.com,Monitor LG 24,Mobile,9,1927.42,0.08,2023-07-13,SP,CANCELADO,1.0
PED-0107,CLI-N/I,Fabio Lima,fabio.lima83@gmail.com,Fone JBL,Mobile,5,1412.01,0.16,2023-06-29,RS,PENDENTE,3.0
PED-0108,CLI-7824,Carla Mendes,carla.mendes50@gmail.com,Monitor LG 24,Mobile,4,4254.24,0.37,2023-01-03,SP,ENTREGUE,2.0
PED-0109,CLI-4555,Fabio Lima,,Monitor LG 24,Informatica,1,1378.88,0.3,2023-12-07,BA,ENTREGUE,4.0
PED-0110,CLI-5285,Bruno Costa,bruno.costa60@gmail.com,Tablet Samsung,Informatica,7,4579.88,0.37,2024-06-30,SP,PENDENTE,0.0
PED-0112,CLI-2217,Ana Silva,ana.silva98gmail.com,SSD 1TB,Informatica,6,887.87,0.03,,SP,CANCELADO,4.0
PED-0113,CLI-N/I,Carla  Mendes,carla..mendes93@gmail.com,Monitor LG 24,Mobile,6,349.23,0.32,,SP,PENDENTE,2.0
PED-0114,CLI-7652,Diego Souza,diego.souza90@gmail.com,iPhone 14,TV e Video,3,1242.8,0.04,2024-02-11,RJ,ENTREGUE,0.0
PED-0115,CLI-2562,Ana Silva,ana.silva30@gmail.com,SSD 1TB,Eletronicos,1,3529.08,0.11,2023-06-12,SP,DEVOLVIDO,5.0
PED-0116,CLI-2260, Diego Souza,diego.souza31@gmail.com,Monitor LG 24,TV e Video,1,937.8,0.15,2023-05-28,SP,PENDENTE,2.0
PED-0117,CLI-5478,Bruno Costa,bruno.costa63@gmail.com,Monitor LG 24,Acessorios,1,533.54,0.07,,GO,PENDENTE,0.0
PED-0118,CLI-6909,Ana Silva,ana.silva40@gmail.com,iPhone 14,TV e Video,5,4000.37,0.03,2023-07-06,RJ,ENTREGUE,0.0
PED-0119,CLI-7779,Bruno Costa,bruno.costa93@gmail.com,Monitor LG 24,TV e Video,7,561.3,0.27,,BA,ENTREGUE,5.0
PED-0120,CLI-5040,Bruno Costa,bruno.costa77@gmail.com,Mouse Logitech,Acessorios,8,772.38,0.0,2023-03-20,MG,CANCELADO,0.0
PED-0121,CLI-4290,Carla Mendes,carla.mendes51@gmail.com,Teclado Mecanico,Mobile,6,2181.55,0.39,2023-04-11,RJ,DEVOLVIDO,0.0
PED-0122,CLI-1440,Bruno Costa,bruno.costa91@gmail.com,Webcam Logitech,Acessorios,7,1856.83,0.33,2023-04-07,RJ,ENTREGUE,0.0
PED-0123,CLI-8851,Carla  Mendes,carla..mendes65@gmail.com,SSD 1TB,Informatica,5,1248.0,0.32,2023-03-17,GO,ENTREGUE,0.0
PED-0124,CLI-7547,Fabio Lima,fabio.lima56@gmail.com,Tablet Samsung,Eletronicos,2,3856.32,0.18,2023-02-15,BA,CANCELADO,0.0
PED-0125,CLI-8460,Carla  Mendes,carla..mendes62@gmail.com,Samsung TV 55,Acessorios,1,2439.72,0.13,2023-05-26,RJ,DEVOLVIDO,2.0
PED-0126,CLI-7985,Diego Souza,diego.souza52@gmail.com,Notebook Dell,Acessorios,2,3401.84,0.16,2023-06-28,SP,PENDENTE,4.0
PED-0127,CLI-9796,Fabio Lima,fabio.lima26@gmail.com,SSD 1TB,TV e Video,7,1974.74,0.24,2023-06-03,SP,PENDENTE,2.0
PED-0128,CLI-2931,Bruno Costa,bruno.costa24@gmail.com,Teclado Mecanico,Acessorios,8,3105.95,0.24,2023-03-28,GO,PENDENTE,0.0
PED-0129,CLI-6154, Diego Souza,diego.souza07@gmail.com,Samsung TV 55,Mobile,9,3482.49,0.08,2024-05-16,SP,ENTREGUE,0.0
PED-0130,CLI-4613,Elisa Ferreira,elisa.ferreira29@gmail.com,Monitor LG 24,Mobile,7,3439.25,0.22,,SP,DEVOLVIDO,2.0
PED-0131,CLI-5055,Ana Silva,ana.silva58@gmail.com,Mouse Logitech,TV e Video,6,2733.11,0.35,2023-12-08,RJ,DEVOLVIDO,4.0
PED-0132,CLI-6747, Diego Souza,diego.souza69@gmail.com,Fone JBL,TV e Video,6,4312.19,0.23,2023-07-31,PR,CANCELADO,0.0
PED-0133,CLI-6277,Ana Silva,ana.silva63@gmail.com,iPhone 14,Informatica,7,4597.91,0.15,2023-05-16,SP,PENDENTE,2.0
PED-0134,CLI-8511,Fabio Lima,fabio.lima09@gmail.com,Webcam Logitech,TV e Video,5,3488.78,0.2,2023-03-01,GO,CANCELADO,5.0
PED-0135,CLI-N/I,Carla Mendes,carla.mendes57@gmail.com,Teclado Mecanico,TV e Video,10,696.44,0.4,2023-02-19,GO,CANCELADO,5.0
PED-0136,CLI-6005,Diego Souza,diego.souza55@gmail.com,Samsung TV 55,Acessorios,2,3290.21,0.19,2023-06-19,SP,CANCELADO,4.0
PED-0137,CLI-7276,Bruno Costa,bruno.costa14@gmail.com,Monitor LG 24,Mobile,1,89.91,0.31,2023-05-16,MG,PENDENTE,3.0
PED-0138,CLI-7745,Bruno Costa,bruno.costa28@gmail.com,Samsung TV 55,Eletronicos,9,2838.29,0.14,2023-07-08,RJ,PENDENTE,3.0
PED-0139,CLI-4366,Carla  Mendes,carla..mendes25@gmail.com,Fone JBL,Acessorios,2,1278.43,0.2,2023-01-28,SP,CANCELADO,6.0
PED-0141,CLI-3501,Elisa Ferreira,elisa.ferreira11@gmail.com,Webcam Logitech,TV e Video,5,3161.42,0.16,2023-03-26,MG,PENDENTE,2.0
PED-0142,CLI-3877,Carla Mendes,carla.mendes90gmail.com,Mouse Logitech,Mobile,4,336.63,0.07,2023-02-26,RS,CANCELADO,5.0
PED-0143,CLI-6900, Diego Souza,diego.souza22@gmail.com,iPhone 14,Eletronicos,6,4045.18,0.09,2023-03-20,RJ,ENTREGUE,1.0
PED-0144,CLI-7870,Diego Souza,diego.souza54@gmail.com,Notebook Dell,Informatica,1,2385.23,0.05,2023-06-02,RJ,PENDENTE,1.0
PED-0145,CLI-N/I,Diego Souza,diego.souza38@gmail.com,Samsung TV 55,Informatica,9,4908.0,0.19,2023-10-17,SP,CANCELADO,6.0
PED-0146,CLI-7164,Elisa Ferreira,elisa.ferreira14@gmail.com,Fone JBL,TV e Video,4,795.3,0.38,,GO,DEVOLVIDO,3.0
PED-0147,CLI-2391,Carla  Mendes,carla..mendes18@gmail.com,Mouse Logitech,Eletronicos,1,4610.31,0.17,2024-01-17,SP,ENTREGUE,4.0
PED-0148,CLI-4321, Diego Souza,diego.souza14@gmail.com,Mouse Logitech,Acessorios,6,4633.91,0.16,2024-08-04,SP,PENDENTE,4.0
PED-0149,CLI-6370,Diego Souza,,SSD 1TB,Acessorios,8,1361.79,0.33,2023-02-11,PR,CANCELADO,0.0
PED-0150,CLI-4641,Ana Silva,ana.silva48@gmail.com,SSD 1TB,TV e Video,9,1286.77,0.37,2023-01-13,RJ,CANCELADO,2.0
PED-0151,CLI-8096,Ana Silva,ana.silva64gmail.com,Fone JBL,Mobile,3,505.29,0.09,2024-04-17,MG,PENDENTE,5.0
PED-0152,CLI-7275,Diego Souza,diego.souza83@gmail.com,SSD 1TB,Informatica,1,3089.83,0.4,2024-05-05,SP,ENTREGUE,0.0
PED-0153,CLI-1480,Elisa Ferreira,elisa.ferreira08@gmail.com,SSD 1TB,TV e Video,8,1752.97,0.39,2023-01-27,RS,CANCELADO,4.0
PED-0154,CLI-3846, Diego Souza,diego.souza41@gmail.com,Mouse Logitech,TV e Video,1,3832.05,0.28,2024-02-02,SP,ENTREGUE,3.0
PED-0156,CLI-3235,Ana Silva,ana.silva82@gmail.com,iPhone 14,TV e Video,6,4804.77,0.09,2023-04-14,MG,PENDENTE,3.0
PED-0157,CLI-6213, Diego Souza,diego.souza29@gmail.com,Webcam Logitech,Acessorios,5,680.37,0.13,,SP,ENTREGUE,0.0
PED-0158,CLI-2110,Bruno Costa,bruno.costa93gmail.com,Teclado Mecanico,Informatica,2,4117.23,0.39,2023-12-01,RJ,PENDENTE,6.0
PED-0159,CLI-1547,Fabio Lima,fabio.lima34@gmail.com,Webcam Logitech,Acessorios,9,1907.97,0.06,2023-08-19,MG,PENDENTE,2.0
PED-0160,CLI-6424,Diego Souza,diego.souza53@gmail.com,Teclado Mecanico,TV e Video,10,4471.47,0.26,2024-03-20,RJ,CANCELADO,2.0
PED-0162,CLI-5313,Elisa Ferreira,elisa.ferreira29@gmail.com,SSD 1TB,Mobile,5,501.13,0.03,2024-01-14,MG,ENTREGUE,0.0
PED-0163,CLI-8803,Ana Silva,ana.silva92gmail.com,Webcam Logitech,TV e Video,4,2790.33,0.05,2024-01-05,RJ,ENTREGUE,3.0
PED-0164,CLI-2097,Carla  Mendes,carla..mendes51@gmail.com,Samsung TV 55,Informatica,4,674.62,,2023-01-06,RJ,DEVOLVIDO,0.0
PED-0165,CLI-2654,Carla  Mendes,carla..mendes45@gmail.com,Webcam Logitech,Eletronicos,7,790.73,0.23,2023-04-13,SP,DEVOLVIDO,3.0
PED-0166,CLI-8785,Fabio Lima,fabio.lima03@gmail.com,Mouse Logitech,Mobile,3,3110.31,0.34,2023-06-12,PR,CANCELADO,2.0
PED-0167,CLI-4079,Ana Silva,ana.silva95@gmail.com,Fone JBL,Informatica,5,4872.39,0.21,2024-02-03,RS,ENTREGUE,5.0
PED-0168,CLI-8478,Fabio Lima,fabio.lima91@gmail.com,Monitor LG 24,Mobile,3,3913.56,0.25,2023-07-25,SP,PENDENTE,1.0
PED-0169,CLI-5237,Bruno Costa,,Fone JBL,Acessorios,8,2990.52,0.34,2023-12-25,SP,CANCELADO,4.0
PED-0171,CLI-7131, Diego Souza,diego.souza78@gmail.com,Mouse Logitech,Informatica,8,1545.62,0.13,2023-08-01,SP,ENTREGUE,0.0
PED-0173,CLI-3967,Bruno Costa,bruno.costa17@gmail.com,Teclado Mecanico,Informatica,9,3209.65,0.38,2023-11-04,RJ,ENTREGUE,2.0
PED-0174,CLI-2929, Diego Souza,diego.souza75@gmail.com,Fone JBL,Acessorios,4,3733.84,0.35,2023-09-24,BA,ENTREGUE,5.0
PED-0175,CLI-3954,Bruno Costa,bruno.costa43@gmail.com,Webcam Logitech,Eletronicos,3,729.96,0.0,2024-04-13,SP,ENTREGUE,3.0
PED-0176,CLI-8821,Ana Silva,ana.silva69@gmail.com,Tablet Samsung,Informatica,8,3936.79,0.3,2024-03-15,SP,PENDENTE,1.0
PED-0177,CLI-1749,Elisa Ferreira,elisa.ferreira59@gmail.com,Notebook Dell,Informatica,4,3482.95,0.36,2023-11-10,RS,PENDENTE,0.0
PED-0180,CLI-2741, Diego Souza,diego.souza26@gmail.com,Mouse Logitech,TV e Video,10,3518.6,0.28,2023-01-05,BA,PENDENTE,1.0
PED-0182,CLI-2556,Ana Silva,ana.silva02@gmail.com,SSD 1TB,Eletronicos,2,4075.23,0.14,2023-11-17,MG,PENDENTE,5.0
PED-0183,CLI-7909,Carla Mendes,carla.mendes15@gmail.com,iPhone 14,Acessorios,6,955.2,0.17,2024-01-30,MG,ENTREGUE,6.0
PED-0184,CLI-2850,Bruno Costa,bruno.costa06gmail.com,Samsung TV 55,TV e Video,7,3906.86,0.39,2023-05-14,SP,CANCELADO,0.0
PED-0185,CLI-N/I,Carla Mendes,carla.mendes65@gmail.com,Monitor LG 24,TV e Video,10,521.45,0.3,2024-01-30,MG,ENTREGUE,0.0
PED-0186,CLI-8341,Bruno Costa,bruno.costa58@gmail.com,Mouse Logitech,Eletronicos,9,1152.4,0.04,2024-04-15,RJ,ENTREGUE,0.0
PED-0187,CLI-6584,Ana Silva,ana.silva29@gmail.com,Monitor LG 24,Eletronicos,2,3969.33,0.29,2023-07-31,SP,DEVOLVIDO,6.0
PED-0188,CLI-1750,Bruno Costa,bruno.costa18@gmail.com,iPhone 14,Eletronicos,4,60.87,0.1,2024-06-18,GO,ENTREGUE,2.0
PED-0189,CLI-3018,Bruno Costa,bruno.costa59@gmail.com,Webcam Logitech,Informatica,8,4131.54,0.0,2023-02-17,MG,DEVOLVIDO,0.0
PED-0190,CLI-2696, Diego Souza,diego.souza78@gmail.com,Webcam Logitech,TV e Video,8,4625.64,0.39,2023-06-27,GO,PENDENTE,4.0
PED-0191,CLI-9975,Carla  Mendes,carla..mendes81@gmail.com,Mouse Logitech,Mobile,6,4853.93,0.27,2024-08-06,RJ,CANCELADO,3.0
PED-0192,CLI-7839,Carla  Mendes,carla..mendes37@gmail.com,Samsung TV 55,TV e Video,9,3486.84,0.01,2024-06-05,SP,ENTREGUE,1.0
PED-0193,CLI-1529,Bruno Costa,bruno.costa14@gmail.com,Fone JBL,Acessorios,3,4918.49,0.3,2023-10-30,RJ,CANCELADO,4.0
PED-0194,CLI-5117,Bruno Costa,bruno.costa29@gmail.com,Monitor LG 24,Acessorios,1,4636.1,0.3,2023-11-17,SP,PENDENTE,4.0
PED-0195,CLI-8020,Elisa Ferreira,elisa.ferreira17@gmail.com,Fone JBL,Acessorios,8,928.26,0.19,2024-06-10,SP,PENDENTE,1.0
